id;date_releve;humidity;dewpoint;pressure;windspeed;visibility;cloudcover;windgust;uvindex;precipintensity;precipintensitymax;temperaturehigh;temperaturelow;temperaturehighoffset2;temperaturelowoffset2;temperature
500;2017-08-02;68;15.91;1017.05;3.09;9.69;70;7.35;4.41;0.09;1.27;29.52;18.96;31.52;20.96;24.24
282;2017-08-03;67;16.32;1015.25;4.1;9.94;76;9.54;4.92;0.01;0.06;28.39;18.33;30.39;20.33;23.36
89;2017-08-04;66;15.6;1015.45;3.37;9.96;82;6.44;4.42;0.01;0.11;27.86;17.71;29.86;19.71;22.785
108;2017-08-05;67;14.78;1017.3;3.74;9.9;80;7.53;4.41;0.01;0.08;26.03;14.25;28.03;16.25;20.14
803;2017-08-06;62;11.51;1021.15;3.32;9.98;60;6.77;5.44;0.02;0.21;25.66;13.06;27.66;15.06;19.36
691;2017-08-07;58;10.87;1016.38;2.53;10;55;5.9;3.74;0;0.01;27.68;16.13;29.68;18.13;21.905
129;2017-08-08;73;13.49;1013.57;3.71;9.82;84;8.65;4.86;0.1;1.1;22.2;12.75;24.2;14.75;17.475
6;2017-08-09;72;11.46;1016.73;3.47;9.89;74;7.7;4.81;0.04;0.48;21.91;12.85;23.91;14.85;17.38
30;2017-08-10;73;11.07;1020.5;4.01;9.73;79;7.95;4.95;0.06;0.39;21;12.59;23;14.59;16.795
1048;2017-08-11;71;10.64;1020.87;4.13;9.56;76;8.36;4.9;0.03;0.3;21.14;13.13;23.14;15.13;17.135
697;2017-08-12;71;11.81;1020.63;3.87;9.69;81;7.28;4.45;0.01;0.09;22.76;14.01;24.76;16.01;18.385
305;2017-08-13;68;12.58;1020.35;2.29;9.94;78;4.54;4;0;0.01;24.76;13.86;26.76;15.86;19.31
439;2017-08-14;65;13.73;1017.11;2.42;9.91;54;5.61;4.26;0;0.01;28.7;17.46;30.7;19.46;23.08
521;2017-08-15;70;15.07;1017.01;3.1;9.92;78;7.71;4.24;0.01;0.21;25.81;15.53;27.81;17.53;20.67
625;2017-08-16;72;14.74;1020.18;2.27;9.71;73;5.62;4.95;0;0.07;26.18;17.08;28.18;19.08;21.63
750;2017-08-17;71;15.8;1017.99;3.28;9.78;77;6.12;4.02;0.03;0.47;27.07;17.5;29.07;19.5;22.285
1151;2017-08-18;74;15.53;1016.76;3.62;9.87;76;8.39;4.67;0.03;0.32;25.36;14.38;27.36;16.38;19.87
414;2017-08-19;67;11.47;1020.73;3.86;9.94;63;7.8;4.9;0.01;0.1;23.28;11.56;25.28;13.56;17.42
561;2017-08-20;61;9.39;1023.56;3.1;10.01;69;6.99;4.21;0;0.03;23.87;13.6;25.87;15.6;18.735
418;2017-08-21;62;11.59;1021.21;2.47;9.67;80;5.43;2.88;0.01;0.06;26.82;15.58;28.82;17.58;21.2
991;2017-08-22;62;13.71;1017.1;2.84;9.66;63;5.97;3.12;0;0.01;29.58;16.87;31.58;18.87;23.225
534;2017-08-23;70;15.34;1016.35;3.12;9.87;73;6.23;4.07;0.01;0.1;27.35;16.21;29.35;18.21;21.78
71;2017-08-24;72;15.54;1017.33;2.48;9.78;73;5.27;4.14;0.02;0.33;26.99;16.84;28.99;18.84;21.915
705;2017-08-25;71;15.71;1016.57;2.86;9.8;74;5.72;4.62;0.01;0.1;27.53;16.58;29.53;18.58;22.055
346;2017-08-26;69;15.89;1015.9;2.38;9.29;55;5.03;5.12;0;0.02;29.31;17.95;31.31;19.95;23.63
999;2017-08-27;66;16.11;1016.13;2.39;9.73;78;5.74;3.29;0.02;0.21;30.25;17.94;32.25;19.94;24.095
156;2017-08-28;65;16.39;1015.43;2.27;9.62;57;5.15;3.33;0;0.02;31.48;18.06;33.48;20.06;24.77
814;2017-08-29;66;16.48;1013.24;2.53;9.59;54;5.93;3.64;0;0.01;30.61;18.32;32.61;20.32;24.465
1147;2017-08-30;76;16.11;1012.49;3.39;9.61;82;8;3.98;0.07;0.7;25.28;14.14;27.28;16.14;19.71
152;2017-08-31;77;12.78;1018.83;3.16;9.75;81;6.78;4.24;0.1;0.73;21.05;11.92;23.05;13.92;16.485
874;2017-09-01;72;10.8;1020;3.14;9.94;71;7.91;4.4;0.03;0.34;21.47;11.72;23.47;13.72;16.595
615;2017-09-02;70;9.77;1020.65;3.73;9.71;64;7.92;4.17;0.01;0.08;21.08;10.27;23.08;12.27;15.675
147;2017-09-03;70;9.56;1015.64;3.03;9.48;78;7.11;4.17;0.04;0.23;21.72;14.01;23.72;16.01;17.865
1169;2017-09-04;73;13.15;1015.31;2.55;9.69;86;5.17;4.07;0.01;0.14;23.89;15.54;25.89;17.54;19.715
377;2017-09-05;75;14.81;1019.5;3.39;9.78;80;7.46;4.29;0;0.05;24.68;15.41;26.68;17.41;20.045
76;2017-09-06;70;12.45;1022.09;4.22;9.96;81;8.14;3.83;0.01;0.08;22.03;13.12;24.03;15.12;17.575
502;2017-09-07;69;10.57;1018.94;3.63;9.98;82;6.99;3.79;0;0.02;21.01;13.67;23.01;15.67;17.34
669;2017-09-08;73;11.67;1011.42;4.37;9.73;85;9.15;3.64;0.05;0.41;21.08;13.31;23.08;15.31;17.195
348;2017-09-09;78;11.66;1004.31;4.19;9.84;80;9.09;3.9;0.12;1.19;19.13;11.05;21.13;13.05;15.09
248;2017-09-10;76;10.37;1006.95;4.58;9.68;79;10.63;3.88;0.01;0.11;19.53;12.71;21.53;14.71;16.12
546;2017-09-11;71;10.31;1006.07;5.76;9.91;77;13.84;3.9;0.04;0.28;19.73;12.12;21.73;14.12;15.925
576;2017-09-12;69;9.44;1012.82;4.95;9.92;73;10.83;3.81;0.03;0.29;20.09;12.61;22.09;14.61;16.35
880;2017-09-13;75;12.29;1013.89;6.06;9.4;80;14.07;3.5;0.04;0.26;21.74;13.13;23.74;15.13;17.435
539;2017-09-14;74;10.46;1015.07;5.32;9.79;73;13.16;3.98;0.06;0.62;19.34;9.4;21.34;11.4;14.37
538;2017-09-15;74;8.09;1015.23;2.98;9.9;75;6.85;3.62;0.03;0.38;17.67;8.06;19.67;10.06;12.865
271;2017-09-16;77;7.95;1013.12;2.7;9.6;77;6.49;3.62;0.04;0.37;17.42;8.49;19.42;10.49;12.955
460;2017-09-17;78;8.17;1014.82;2.91;9.6;79;6.72;3.57;0.03;0.39;16.82;9.06;18.82;11.06;12.94
533;2017-09-18;79;9.02;1017.99;2.53;9.15;78;6.46;3.48;0.02;0.22;17.65;9.18;19.65;11.18;13.415
303;2017-09-19;75;8.34;1021.03;3.7;9.72;72;7.61;3.6;0.03;0.42;17.68;7.69;19.68;9.69;12.685
1069;2017-09-20;72;7.77;1021.5;2.59;9.57;64;6.47;3.02;0;0.02;19.57;8.05;21.57;10.05;13.81
220;2017-09-21;69;8.28;1018.64;2.53;9.7;53;6.69;2.17;0;0.06;21.89;9.64;23.89;11.64;15.765
728;2017-09-22;74;10.03;1021.46;2.07;9.76;66;6.01;3.17;0;0.02;21.14;9.7;23.14;11.7;15.42
430;2017-09-23;75;10.79;1021.18;2.01;9.44;62;6.1;2.19;0;0.01;22.75;11.27;24.75;13.27;17.01
293;2017-09-24;75;11.96;1019.17;2.1;9.17;70;5.81;2.67;0.02;0.23;23.85;12.83;25.85;14.83;18.34
1;2017-09-25;81;12.71;1019.15;2.43;9.17;81;6.8;3.1;0.03;0.38;20.52;12.58;22.52;14.58;16.55
858;2017-09-26;81;12.48;1021.18;1.76;8.58;76;5.43;3.24;0;0.03;20.7;10.88;22.7;12.88;15.79
648;2017-09-27;77;11.9;1020.96;2.36;8.24;69;6.6;2.88;0.01;0.15;22.78;12.76;24.78;14.76;17.77
351;2017-09-28;75;12.74;1022.36;2.47;9.68;75;6.67;2.5;0.01;0.08;23.45;13.41;25.45;15.41;18.43
1110;2017-09-29;75;13;1020.73;2.71;9.56;75;6.8;2.26;0.01;0.12;24.32;12.98;26.32;14.98;18.65
822;2017-09-30;80;11.69;1020.11;2.76;9.61;84;8.13;2.93;0.06;0.6;18.79;11.7;20.79;13.7;15.245
349;2017-10-01;84;12.19;1019.84;3.39;8.69;91;6.43;2.95;0.02;0.19;18.42;14.5;20.42;16.5;16.46
897;2017-10-02;84;14.25;1020.75;3.65;9.36;90;8.01;2.95;0.02;0.22;20.49;13.75;22.49;15.75;17.12
238;2017-10-03;79;12.46;1022.47;3.17;9.62;74;8.33;2.9;0.03;0.41;19.97;9.44;21.97;11.44;14.705
515;2017-10-04;75;9.59;1025.3;2.26;9.86;65;6.13;2.55;0;0.01;20.36;9.06;22.36;11.06;14.71
600;2017-10-05;78;10.25;1021.48;3.48;9.49;69;8.6;2.33;0;0.04;20.75;10.18;22.75;12.18;15.465
794;2017-10-06;71;7.78;1022.84;4.29;9.79;64;8.91;2.74;0.01;0.07;17.6;6.12;19.6;8.12;11.86
870;2017-10-07;69;5.75;1024.23;3.08;9.73;67;8.33;1.57;0;0.04;18.14;9.43;20.14;11.43;13.785
441;2017-10-08;78;9.35;1020.79;2.88;9.38;82;6.95;2.19;0.01;0.06;18.11;10.29;20.11;12.29;14.2
684;2017-10-09;81;10.54;1021.1;2.23;8.77;81;6.02;2.52;0.01;0.09;18.81;10.37;20.81;12.37;14.59
1032;2017-10-10;80;10.75;1020.42;2.62;9.43;81;6.22;2.1;0.01;0.07;19.22;10.14;21.22;12.14;14.68
928;2017-10-11;75;10.52;1019.96;3.19;9.73;74;7.74;1.74;0;0.02;21.83;12.08;23.83;14.08;16.955
1038;2017-10-12;79;12.22;1024.38;2.8;9.58;76;7.01;2.07;0;0.03;21.13;11.13;23.13;13.13;16.13
203;2017-10-13;77;11.65;1025.92;2.07;9.17;67;5.25;1.98;0;0.03;23.03;10.77;25.03;12.77;16.9
290;2017-10-14;77;11.69;1025.98;1.94;8.27;64;5.26;1.86;0;0.07;23.3;11.42;25.3;13.42;17.36
886;2017-10-15;77;12.61;1023.8;3.14;9.16;54;5.83;1.29;0;0.02;24.26;13.5;26.26;15.5;18.88
438;2017-10-16;73;12.49;1022.7;3.71;9.72;51;7.34;1.29;0;0;24.29;10.72;26.29;12.72;17.505
542;2017-10-17;75;10.9;1020.77;2.85;9.46;58;5.94;1.55;0.01;0.11;22.34;11.7;24.34;13.7;17.02
105;2017-10-18;78;11.88;1013.65;3.03;9.32;71;6.17;2.07;0.01;0.2;21.58;12.4;23.58;14.4;16.99
720;2017-10-19;78;11.8;1010.39;4.04;9.37;75;9.39;2;0.07;0.7;20.63;11.77;22.63;13.77;16.2
694;2017-10-20;75;10.71;1014.53;4.12;9.86;75;8.9;2.05;0.01;0.21;19.36;11.97;21.36;13.97;15.665
458;2017-10-21;79;11.06;1016.97;5.25;9.7;75;13.58;1.98;0.04;0.35;18.79;9.95;20.79;11.95;14.37
333;2017-10-22;72;6.98;1021.52;5.55;10;75;11.94;1.95;0.04;0.3;15.38;9.53;17.38;11.53;12.455
1180;2017-10-23;77;8.2;1023.59;4.15;9.44;83;7.78;1.95;0.03;0.18;16.22;11.16;18.22;13.16;13.69
795;2017-10-24;79;10.68;1024.01;3.09;9.23;84;6.16;1.57;0;0.04;19.65;10.98;21.65;12.98;15.315
617;2017-10-25;78;10.72;1023.65;2.2;9.11;76;5.07;1.31;0;0.03;21.49;10.04;23.49;12.04;15.765
966;2017-10-26;79;10.64;1025.37;1.79;7.36;72;4.65;1.43;0;0.03;21.6;11.19;23.6;13.19;16.395
725;2017-10-27;80;10.49;1028.38;3.5;8.4;79;7.55;1.95;0;0.04;17.87;6.83;19.87;8.83;12.35
1099;2017-10-28;77;6.71;1028.48;3.27;8.81;71;7.01;1.62;0;0.03;15.84;7.92;17.84;9.92;11.88
1175;2017-10-29;80;7.86;1022.07;4.39;9.45;90;8.62;1.64;0.01;0.1;15.24;7.26;17.24;9.26;11.25
619;2017-10-30;74;5.22;1024.22;3.74;9.81;70;8.02;1.62;0;0.03;13.95;3.06;15.95;5.06;8.505
800;2017-10-31;74;3.37;1025.89;2.33;9.65;50;5.53;0.93;0;0.01;14.72;4.3;16.72;6.3;9.51
872;2017-11-01;74;5.14;1021.68;2.47;9.8;55;5.35;0.79;0;0;17.04;7.57;19.04;9.57;12.305
986;2017-11-02;80;8.68;1018.07;2.3;9.03;77;5.06;1.4;0;0.01;17.75;8;19.75;10;12.875
563;2017-11-03;82;9.12;1014.41;2.25;8.18;71;5.2;1.4;0.01;0.18;17.76;9.87;19.76;11.87;13.815
19;2017-11-04;84;10.3;1010.86;3.72;9.07;81;7.65;1.52;0.06;0.65;17.22;8.24;19.22;10.24;12.73
475;2017-11-05;79;5.9;1015.78;4.75;9.77;76;11.01;1.55;0.09;0.74;12.31;3.94;14.31;5.94;8.125
466;2017-11-06;74;2.34;1021.84;4.44;9.71;70;9.18;1.5;0;0.03;11.15;2.23;13.15;4.23;6.69
780;2017-11-07;76;1.91;1019.66;3.3;9.58;74;6.84;0.98;0.02;0.29;10.86;4.1;12.86;6.1;7.48
1190;2017-11-08;80;3.59;1020.5;3.36;9.32;85;6.65;1.4;0.03;0.19;9.91;5.24;11.91;7.24;7.575
92;2017-11-09;83;4.81;1025.13;2.92;8.84;87;5.41;1.38;0.03;0.15;10.33;5.95;12.33;7.95;8.14
160;2017-11-10;83;6.37;1024.95;3.93;8.72;87;8.05;1.36;0.01;0.1;12.54;8.2;14.54;10.2;10.37
530;2017-11-11;85;8.56;1019.46;5.26;9.07;89;11.26;1.24;0.05;0.28;14.04;10.06;16.04;12.06;12.05
367;2017-11-12;81;7.55;1013.12;6.07;9.42;82;14.41;1.26;0.05;0.52;14.49;4.36;16.49;6.36;9.425
65;2017-11-13;72;1.47;1019.78;5.44;10;70;11.3;1.26;0;0.04;9.92;2.18;11.92;4.18;6.05
508;2017-11-14;76;1.35;1024.65;3.3;9.02;69;6.78;1.19;0;0;10.5;2.73;12.5;4.73;6.615
45;2017-11-15;77;2.04;1023.91;2.38;8.32;80;5.01;0.88;0;0.01;11.7;2.51;13.7;4.51;7.105
1104;2017-11-16;79;2.54;1023.32;2.01;7.81;76;4.05;0.83;0;0.01;11.06;3.33;13.06;5.33;7.195
292;2017-11-17;80;3.65;1024.66;2.4;7.87;71;5.2;1.02;0;0.02;12.55;3.52;14.55;5.52;8.035
956;2017-11-18;82;3.79;1024.32;2.68;8.1;76;5.5;0.98;0.01;0.11;11.14;3.11;13.14;5.11;7.125
218;2017-11-19;81;3.56;1023.21;2.68;8.35;79;5.81;1;0.01;0.11;11.53;3.34;13.53;5.34;7.435
934;2017-11-20;83;4.56;1022.91;2.97;8.19;82;6.27;0.9;0;0.03;11.92;5.3;13.92;7.3;8.61
85;2017-11-21;81;5.63;1018.88;2.97;8.53;80;5.45;0.79;0;0;14.47;5.14;16.47;7.14;9.805
1107;2017-11-22;75;5.62;1011.77;4.36;9.15;68;9.3;0.74;0;0.02;16.35;9.32;18.35;11.32;12.835
724;2017-11-23;73;7.64;1010.76;5.23;9.71;73;12.48;1;0.03;0.41;16.56;8.69;18.56;10.69;12.625
688;2017-11-24;82;8.03;1014.91;3.41;9.48;87;7.37;1;0.04;0.41;14.05;7.24;16.05;9.24;10.645
1142;2017-11-25;80;4.65;1018.53;4.16;9.5;78;10.07;1;0.05;0.29;10.58;1.91;12.58;3.91;6.245
155;2017-11-26;74;0.15;1027.84;3.85;9.96;67;8.17;0.98;0;0.05;8.98;2.05;10.98;4.05;5.515
855;2017-11-27;76;1.65;1025.67;4.18;9.76;78;9.13;0.86;0.03;0.31;10.31;2.88;12.31;4.88;6.595
318;2017-11-28;79;2.36;1013.74;3.48;9.65;80;7.71;0.9;0.06;0.6;9.64;2.19;11.64;4.19;5.915
1045;2017-11-29;83;1.75;1009.62;2.85;8.92;77;5.72;0.98;0.01;0.11;7.93;1.17;9.93;3.17;4.55
953;2017-11-30;78;-0.21;1012.25;4;9.35;78;8.71;1.05;0.01;0.1;6.7;0.52;8.7;2.52;3.61
37;2017-12-01;81;-0.61;1015.63;4.15;9.2;79;8.55;0.98;0.03;0.31;5.06;0.16;7.06;2.16;2.61
436;2017-12-02;81;-1.19;1022.61;4.34;8.29;79;8.47;0.93;0.03;0.16;4.23;-1.28;6.23;0.72;1.475
729;2017-12-03;81;-1.02;1028.01;2.87;7.55;85;6.11;0.86;0.01;0.09;5.5;1.15;7.5;3.15;3.325
740;2017-12-04;83;1.83;1034.02;2.28;7.33;90;5.07;0.86;0;0.05;8.74;2.65;10.74;4.65;5.695
104;2017-12-05;84;2.54;1037.18;1.86;7.58;90;4.03;0.71;0;0;9.26;2.31;11.26;4.31;5.785
957;2017-12-06;83;1.47;1033.1;2.47;7.81;85;5.36;0.83;0;0;7.98;1;9.98;3;4.49
553;2017-12-07;83;2.87;1024.31;4.68;8.15;84;10.16;0.88;0.03;0.26;11.04;4.75;13.04;6.75;7.895
744;2017-12-08;78;2.43;1020.88;4.75;9.65;79;11.58;0.88;0.03;0.2;8.69;1.1;10.69;3.1;4.895
1125;2017-12-09;75;-1.12;1020.24;3.77;9.86;79;8.55;0.83;0.02;0.23;6.26;1.71;8.26;3.71;3.985
887;2017-12-10;85;4.14;997.75;6.1;8.9;91;15.76;0.93;0.13;0.94;10.99;6.56;12.99;8.56;8.775
25;2017-12-11;85;5.45;985.39;6.84;9.17;90;17.28;0.93;0.17;1.08;10.33;2.2;12.33;4.2;6.265
698;2017-12-12;81;1.78;1011.75;3.32;9.86;77;7.7;0.83;0.01;0.16;8.13;1.92;10.13;3.92;5.025
975;2017-12-13;81;2.98;1012.76;5.54;9.24;83;13.43;0.93;0.04;0.27;9.86;5.99;11.86;7.99;7.925
784;2017-12-14;80;4.92;1005.96;6.28;9.82;81;15.22;0.93;0.08;0.48;10.73;4.82;12.73;6.82;7.775
1153;2017-12-15;80;3.05;1003.23;5.26;9.86;79;12.54;0.93;0.05;0.49;8.72;2.83;10.72;4.83;5.775
647;2017-12-16;78;0.92;1016.74;4.2;9.83;76;8;0.88;0.01;0.14;7.49;1.48;9.49;3.48;4.485
339;2017-12-17;81;1.18;1026.74;3.45;9.19;84;7;0.88;0.01;0.1;7.35;3.47;9.35;5.47;5.41
119;2017-12-18;84;3.29;1026.77;3.98;8.72;84;8.37;0.9;0.03;0.29;8.89;1.2;10.89;3.2;5.045
1135;2017-12-19;86;1.72;1034.7;2.35;7.91;73;4.59;0.76;0;0.01;7.74;2.02;9.74;4.02;4.88
27;2017-12-20;88;3.28;1035.88;2.46;6.8;91;4.89;0.93;0;0.03;8.41;5.04;10.41;7.04;6.725
558;2017-12-21;89;5.38;1037.96;2.45;6.77;88;4.74;0.9;0.01;0.05;9.71;6.27;11.71;8.27;7.99
984;2017-12-22;89;6.36;1036.59;2.63;7.59;89;5.29;0.93;0.01;0.07;10.41;6.55;12.41;8.55;8.48
1152;2017-12-23;87;5.97;1036.45;2.36;8.23;91;5.3;0.83;0;0.03;10.67;5.19;12.67;7.19;7.93
571;2017-12-24;86;4.64;1031.42;2.68;9.28;89;4.98;0.79;0;0.04;9.44;3.66;11.44;5.66;6.55
791;2017-12-25;86;3.69;1020.71;4.13;8.85;88;8.03;0.83;0.02;0.39;9.22;4.12;11.22;6.12;6.67
890;2017-12-26;82;4.3;1007.93;5.31;9.69;80;13.63;0.93;0.08;0.54;9.97;4.86;11.97;6.86;7.415
552;2017-12-27;79;2.62;994.21;6.93;9.82;84;17.32;0.93;0.09;0.69;8.11;1.26;10.11;3.26;4.685
1186;2017-12-28;76;-0.67;1006;4.06;9.92;75;9.01;0.83;0.02;0.1;6.73;1.02;8.73;3.02;3.875
464;2017-12-29;82;2.37;1010.91;4.87;9.6;85;13.39;0.88;0.05;0.54;9.41;6.53;11.41;8.53;7.97
1183;2017-12-30;84;8.42;1012.7;6.48;8.99;91;15.15;0.93;0.07;0.6;14.33;8.38;16.33;10.38;11.355
766;2017-12-31;80;7.01;1012.27;6.12;9.73;85;14.9;0.81;0.04;0.42;14.43;6.44;16.43;8.44;10.435
320;2018-01-01;77;4.49;1012.6;7.26;9.77;80;17.96;0.9;0.09;1;11.14;6.23;13.14;8.23;8.685
1119;2018-01-02;81;5.65;1017.7;5.2;9.21;88;11.81;0.86;0.02;0.17;11.73;8.7;13.73;10.7;10.215
498;2018-01-03;77;7.22;1013.1;8.6;9.36;86;21.47;0.9;0.07;0.59;14.33;8.81;16.33;10.81;11.57
435;2018-01-04;83;9.16;1009.41;7.12;9;90;16.78;0.9;0.06;0.51;14.92;8.36;16.92;10.36;11.64
581;2018-01-05;83;7.25;1004.55;4.17;9.69;83;10.38;0.88;0.04;0.37;13.22;6.26;15.22;8.26;9.74
692;2018-01-06;88;6.14;1005.93;3.04;9.28;88;6.72;0.93;0.03;0.26;10.16;6.61;12.16;8.61;8.385
162;2018-01-07;83;5.65;1010.93;6.76;9.18;92;12.35;0.93;0.06;0.42;10.18;6.51;12.18;8.51;8.345
357;2018-01-08;84;5.09;1014.02;4.87;9.15;89;9.29;0.9;0.08;0.61;9.85;4.26;11.85;6.26;7.055
199;2018-01-09;87;4.91;1011.44;3.32;7.91;84;7.19;0.88;0.03;0.26;10.37;5.65;12.37;7.65;8.01
575;2018-01-10;84;5.17;1010.88;3.3;9.79;83;6.45;0.95;0.02;0.23;11.05;4.55;13.05;6.55;7.8
265;2018-01-11;87;4.41;1015.4;2.99;8.4;84;6.68;0.93;0.01;0.11;9.31;3.64;11.31;5.64;6.475
1056;2018-01-12;85;3.29;1023.66;2.68;7.67;85;5.5;0.88;0.01;0.07;8.63;1.84;10.63;3.84;5.235
601;2018-01-13;84;2.12;1019.32;3.24;8.2;81;5.95;0.95;0;0.01;8.27;2.72;10.27;4.72;5.495
746;2018-01-14;84;2.69;1017.96;2.55;8.49;80;4.48;0.9;0.01;0.08;8.6;2.89;10.6;4.89;5.745
175;2018-01-15;85;4.57;1015.87;5.17;8.87;87;12.86;1;0.06;0.48;10.41;7.48;12.41;9.48;8.945
828;2018-01-16;81;6.53;1009.71;7.52;9.75;85;16.98;1.07;0.07;0.39;12.15;5.73;14.15;7.73;8.94
1041;2018-01-17;70;2.11;1015.57;7.74;9.88;73;17.33;1.1;0.04;0.32;9.67;4.7;11.67;6.7;7.185
1140;2018-01-18;80;4.9;1015.07;6.4;9.33;84;14.23;0.98;0.04;0.35;11.74;5.03;13.74;7.03;8.385
117;2018-01-19;79;3.72;1016.08;4.43;9.91;77;9.69;1.05;0.02;0.23;10.21;4.18;12.21;6.18;7.195
267;2018-01-20;85;5.4;1011.89;6.03;8.79;90;15.61;1.07;0.16;1.22;11.18;7.65;13.18;9.65;9.415
903;2018-01-21;85;7.19;1016.66;5.61;8.23;89;12.01;1.05;0.06;0.36;11.73;8.75;13.73;10.75;10.24
431;2018-01-22;84;8.26;1018.16;5.72;9.1;88;13.45;1.17;0.04;0.32;13.55;6.76;15.55;8.76;10.155
557;2018-01-23;84;7.14;1025.02;4.01;8.88;86;8.22;1.12;0.01;0.1;13.14;7.76;15.14;9.76;10.45
616;2018-01-24;83;7.57;1022.19;5.09;9.37;86;11.26;1;0.02;0.25;14.18;7.39;16.18;9.39;10.785
1054;2018-01-25;84;6.52;1016.9;4.14;9.62;87;8.4;1.21;0.04;0.3;11.52;5.29;13.52;7.29;8.405
680;2018-01-26;86;4.75;1019.75;3.54;9.48;84;7.37;1.26;0.11;0.57;9.57;3.33;11.57;5.33;6.45
442;2018-01-27;88;4.16;1031.2;3.06;7.71;84;6.29;1.24;0.05;0.65;9.06;3.63;11.06;5.63;6.345
396;2018-01-28;88;5.23;1037.54;3.02;7.97;90;5.38;0.95;0;0.05;11.05;5.7;13.05;7.7;8.375
395;2018-01-29;87;5.96;1034.89;3.13;8.7;91;5.93;1;0;0.05;10.95;5.67;12.95;7.67;8.31
997;2018-01-30;88;6.06;1030.43;2.14;8.54;92;4.75;1.33;0.01;0.08;10.62;6.04;12.62;8.04;8.33
866;2018-01-31;85;5.34;1018.78;4.59;9.15;88;10.46;1.26;0.05;0.49;10.63;3.79;12.63;5.79;7.21
1141;2018-02-01;82;2.57;1008.93;4.07;9.73;81;8.68;1.4;0.04;0.31;8.17;1.61;10.17;3.61;4.89
963;2018-02-02;79;0.74;1010.79;3.91;9.56;83;7.6;1.43;0.01;0.09;7.48;2.03;9.48;4.03;4.755
834;2018-02-03;80;1.06;1009.31;3.91;9.56;86;8.75;1.4;0.03;0.28;7.2;1.57;9.2;3.57;4.385
817;2018-02-04;80;0.46;1015.15;3.78;9.49;86;8.7;1.38;0.01;0.09;7.01;0.88;9.01;2.88;3.945
496;2018-02-05;83;-0.05;1017.81;4.56;8.95;87;7.57;1.5;0.05;0.29;4.77;0.96;6.77;2.96;2.865
167;2018-02-06;82;-0.39;1013.09;3.99;7.72;87;7.9;1.52;0.01;0.12;4.94;-0.11;6.94;1.89;2.415
331;2018-02-07;78;-2.03;1015.83;4.03;8.6;86;7.51;1.6;0.01;0.08;3.92;-1.39;5.92;0.61;1.265
307;2018-02-08;78;-2.2;1020.48;2.88;8.16;74;6.25;1.64;0.01;0.05;4.94;-1.26;6.94;0.75;1.84
163;2018-02-09;79;-1.21;1017.21;3.75;8.04;75;8.77;1.83;0.03;0.33;6.01;0.22;8.01;2.22;3.115
408;2018-02-10;77;-0.38;1018.87;4.18;9.49;79;8.09;1.67;0.01;0.08;7.5;2.18;9.5;4.18;4.84
365;2018-02-11;79;2.01;1012.59;4.59;9.29;85;10.47;1.88;0.03;0.21;9.34;1.11;11.34;3.11;5.225
236;2018-02-12;71;-1.48;1018.12;3.98;9.98;62;8.53;1.81;0.01;0.14;7.6;-1.5;9.6;0.5;3.05
111;2018-02-13;73;-2.28;1011.94;4.63;9.65;81;12.11;1.76;0.04;0.35;6.54;0.01;8.54;2.01;3.275
125;2018-02-14;82;1.02;1013.03;3.78;9.02;87;9.08;1.83;0.06;0.39;7.81;4.39;9.81;6.39;6.1
137;2018-02-15;86;6.2;1017.38;3.3;8.77;92;6.4;1.9;0.02;0.19;12.45;4.65;14.45;6.65;8.55
593;2018-02-16;83;5.2;1024.1;2.12;8.96;85;4.38;1.93;0.01;0.11;12.02;5.59;14.02;7.59;8.805
1129;2018-02-17;85;4.83;1021.79;3.09;8.9;85;7.04;1.98;0.08;0.66;10.27;2.38;12.27;4.38;6.325
316;2018-02-18;85;3.18;1023.01;3.34;7.77;77;7.21;2;0.03;0.17;9.24;3.01;11.24;5.01;6.125
390;2018-02-19;85;3.25;1018.8;2.43;7.43;90;4.81;2;0.03;0.17;9.03;4.97;11.03;6.97;7
34;2018-02-20;82;3.55;1016.28;4.21;8.88;90;8.37;2.05;0.05;0.18;9.35;1.58;11.35;3.58;5.465
95;2018-02-21;70;-1.17;1017.31;5.07;8.61;57;8.64;2.19;0.03;0.26;6.91;-0.63;8.91;1.37;3.14
851;2018-02-22;68;-3.21;1014.52;4.76;8.28;44;7.98;2.26;0;0.03;6.1;-1.02;8.1;0.98;2.54
703;2018-02-23;66;-3.96;1012.49;4.2;9.66;71;6.95;2;0;0.03;5.49;-1.36;7.49;0.64;2.065
614;2018-02-24;68;-3.05;1012.71;3.89;9.04;52;6.91;1.83;0.02;0.08;7.04;-0.35;9.04;1.65;3.345
84;2018-02-25;62;-4.49;1016.35;5.06;9.42;62;8.98;1.71;0.02;0.12;6.57;-3.38;8.57;-1.38;1.595
179;2018-02-26;52;-10.05;1018.32;6.09;9.82;68;12.15;1.48;0;0.03;2.21;-6.54;4.21;-4.54;-2.165
279;2018-02-27;54;-11.77;1016.29;4.59;9.87;72;8.35;1.83;0.01;0.07;0.45;-7.21;2.45;-5.21;-3.38
1010;2018-02-28;62;-9.3;1008.26;5.58;9.22;86;11.71;2.26;0.02;0.1;1.39;-1.81;3.39;0.19;-0.21
487;2018-03-01;79;-0.58;994.05;6.63;8.03;94;11.8;2.21;0.04;0.31;6.89;2.87;8.89;4.87;4.88
