id;date_iso;humidite;point_rose;press_sta;press_mer;vvent;visibilite;nebulosite;rafale_10min;precip_24h;precip_01h;temperature;temperatureoffset2;temperature_diurne;temperature_diurne_offset2;temperature_nocturne;temperature_nocturne_offset2;origine
736;2019-11-27;83.12;8.54;978.17;998.93;6.02;26.17;94.88;9.78;6.41;0.29;11.45;13.45;11.89;13.89;10.72;12.72;MF
373;2019-11-28;82.86;7.93;983.79;1004.74;5.15;30.14;93.13;8.15;5.63;0.19;10.87;12.87;11.28;13.28;10.17;12.17;MF
608;2019-11-29;84.05;7.01;993.5;1014.74;3.28;27.55;87.53;5.06;3.57;0.06;9.82;11.82;10.41;12.41;8.85;10.85;MF
918;2019-11-30;86.03;4.73;996.3;1017.77;3.45;21.84;89.88;5.27;1.9;0.16;7.15;9.15;7.6;9.6;6.39;8.39;MF
372;2019-12-01;87.94;4.9;994.17;1015.63;3.78;20.23;97.36;5.77;7.7;0.32;6.87;8.87;7.17;9.17;6.36;8.36;MF
988;2019-12-02;82.96;2.79;1002.16;1024.18;3.99;25.1;86.38;6.11;3.68;0.01;5.59;7.59;6.13;8.13;4.69;6.69;MF
188;2019-12-03;84.49;1.36;1003.05;1025.06;3.06;18.54;75.59;4.72;0.15;0;3.92;5.92;4.55;6.55;2.87;4.87;MF
856;2019-12-04;84.27;0.67;997.72;1019.47;2.67;13.92;77.92;4.13;0.1;0.01;3.49;5.49;4.23;6.23;2.25;4.25;MF
268;2019-12-05;84.75;1.51;1000.99;1022.78;2.41;13.16;93.44;3.75;0.34;0.01;4.23;6.23;4.88;6.88;3.14;5.14;MF
74;2019-12-06;87.09;4.25;998.79;1020.31;3.78;15.03;94.78;5.84;0.68;0.04;6.48;8.48;7.3;9.3;5.1;7.1;MF
256;2019-12-07;86.47;6.83;998.61;1019.97;3.23;23.44;93.07;4.86;1.02;0.03;9.09;11.09;9.68;11.68;8.11;10.11;MF
55;2019-12-08;83.92;7.16;994.49;1015.57;5.3;24.01;93.39;8.36;1.97;0.18;9.91;11.91;10.58;12.58;8.78;10.78;MF
309;2019-12-09;76.4;4.68;994.82;1016.04;7.58;23.95;87.69;12.24;5.2;0.15;8.81;10.81;9.19;11.19;8.16;10.16;MF
682;2019-12-10;77.82;2.11;1002.24;1024.12;4.45;23.59;81.01;6.9;2.17;0.04;6.15;8.15;6.79;8.79;5.09;7.09;MF
712;2019-12-11;81.81;2.93;992.89;1014.38;4.1;26.62;94.28;6.46;3.3;0.22;6.01;8.01;6.46;8.46;5.26;7.26;MF
338;2019-12-12;84.12;3.87;982.33;1003.51;5.51;25.92;92.61;8.69;5.63;0.3;6.57;8.57;6.92;8.92;5.99;7.99;MF
960;2019-12-13;81.62;5.82;971.8;992.63;8.41;19.77;93.4;13.92;13.55;0.57;9;11;9.2;11.2;8.65;10.65;MF
699;2019-12-14;79.17;6.99;982.63;1003.38;6.63;25.31;91.92;10.79;7.54;0.14;10.67;12.67;11.07;13.07;10;12;MF
106;2019-12-15;81.53;7.03;986.66;1007.45;4.72;30.73;90.4;7.34;3.12;0.07;10.2;12.2;10.57;12.57;9.57;11.57;MF
675;2019-12-16;83.88;7.66;984.74;1005.38;4.67;26.92;95.97;7.4;1.69;0.09;10.47;12.47;10.9;12.9;9.76;11.76;MF
87;2019-12-17;79.48;7.98;984.49;1005.11;5.15;27.72;94.99;7.99;1.76;0.07;11.64;13.64;12.07;14.07;10.94;12.94;MF
455;2019-12-18;85.55;8.08;992.47;1013.43;4.3;20.91;91.04;6.68;1.28;0.02;10.54;12.54;10.98;12.98;9.81;11.81;MF
200;2019-12-19;78.65;8.36;985.71;1006.29;6.07;28.09;93.08;9.55;1.37;0.08;12.14;14.14;12.6;14.6;11.39;13.39;MF
1158;2019-12-20;83.62;7.8;972.7;993.15;6.06;26.86;94.4;9.67;8.42;0.47;10.6;12.6;10.56;12.56;10.66;12.66;MF
512;2019-12-21;84.4;6.74;970.8;991.41;5.55;26.15;92.21;8.72;9.01;0.37;9.41;11.41;9.93;11.93;8.56;10.56;MF
1052;2019-12-22;78.71;5.94;975.09;995.92;8.1;26.19;90.43;13.32;9.47;0.34;9.69;11.69;9.98;11.98;9.22;11.22;MF
566;2019-12-23;76.94;5.08;994.48;1015.82;5.85;25.2;87.3;9.35;4.5;0.09;9.22;11.22;9.53;11.53;8.72;10.72;MF
171;2019-12-24;81.34;7.35;998.26;1019.4;5.32;25.31;88.83;8.36;2.7;0.1;10.7;12.7;11.49;13.49;9.37;11.37;MF
90;2019-12-25;81.5;5.47;1001.81;1023.31;3.33;26.64;82.69;5.12;0.92;0.01;8.74;10.74;9.23;11.23;7.91;9.91;MF
403;2019-12-26;83.33;4.85;1002.57;1024.17;4.08;21.08;88.71;6.4;0.26;0.02;7.72;9.72;8.51;10.51;6.39;8.39;MF
332;2019-12-27;86.14;6.75;1006.88;1028.55;3.77;20.79;94.19;5.88;3.04;0.09;9.11;11.11;9.53;11.53;8.41;10.41;MF
29;2019-12-28;84.25;4.47;1012.27;1034.22;2.86;24.23;92.81;4.51;0.6;0;7.09;9.09;7.54;9.54;6.34;8.34;MF
13;2019-12-29;87.07;1.65;1012.17;1034.29;2.19;14.95;82.67;3.4;0.02;0;3.76;5.76;4.37;6.37;2.75;4.75;MF
1065;2019-12-30;84.38;1.02;1010.84;1032.87;2.03;14.51;65.43;3.08;0.02;0;3.67;5.67;4.67;6.67;2;4;MF
231;2019-12-31;87.83;1.85;1010.28;1032.31;2.03;12.06;82.79;3.08;0.06;0;3.86;5.86;4.65;6.65;2.55;4.55;MF
940;2020-01-01;90.32;3.23;1009.58;1031.57;2.24;10.72;93.2;3.41;0.21;0.01;4.87;6.87;5.49;7.49;3.84;5.84;MF
509;2020-01-02;88.43;4.23;1006.92;1028.65;3.04;16.06;93.45;4.64;0.33;0;6.17;8.17;6.78;8.78;5.15;7.15;MF
54;2020-01-03;85.84;5.73;1006.6;1028.22;3.94;18.66;94.26;6.03;0.37;0.01;8.1;10.1;8.69;10.69;7.12;9.12;MF
915;2020-01-04;82.33;4.1;1012.36;1034.36;3.3;25.84;86.21;4.98;0.51;0.01;7.09;9.09;7.5;9.5;6.4;8.4;MF
846;2020-01-05;81.94;2.37;1011.95;1034.04;2.54;23.52;81.14;3.98;0.07;0;5.48;7.48;6.13;8.13;4.39;6.39;MF
148;2020-01-06;84.31;2.14;1006.81;1028.64;2.89;19.24;76.78;4.38;0.09;0.01;4.78;6.78;5.61;7.61;3.39;5.39;MF
1164;2020-01-07;89.54;5.81;1007.63;1029.43;3.18;16.05;95.67;4.87;0.33;0.01;7.56;9.56;8.33;10.33;6.27;8.27;MF
174;2020-01-08;88.69;7.39;1007;1028.49;3.16;18.28;93.9;4.83;0.44;0.02;9.39;11.39;10.12;12.12;8.18;10.18;MF
285;2020-01-09;81.22;6.45;999.22;1020.32;4.92;25.06;92.45;7.66;1.17;0.13;9.83;11.83;10.53;12.53;8.66;10.66;MF
393;2020-01-10;81.07;4.95;1003.88;1025.46;4.11;30.53;93.27;6.46;3.33;0.06;8.12;10.12;8.39;10.39;7.67;9.67;MF
447;2020-01-11;80.19;2.66;1009.85;1031.81;3.05;27.3;87.23;4.67;0.46;0;6.04;8.04;6.82;8.82;4.75;6.75;MF
491;2020-01-12;82.94;2.79;1006.54;1028.43;3.43;23.17;86.54;5.17;0.09;0.01;5.7;7.7;6.65;8.65;4.12;6.12;MF
1061;2020-01-13;84.3;3.95;999.18;1020.69;4.26;22.29;91.5;6.57;0.43;0.03;6.6;8.6;7.32;9.32;5.41;7.41;MF
864;2020-01-14;76.11;4.89;993.48;1014.49;6.42;28.96;92.5;10.03;1.64;0.06;9.08;11.08;9.82;11.82;7.84;9.84;MF
72;2020-01-15;75.64;5.05;997.62;1018.8;5.29;31.19;86.11;8.29;1.59;0.05;9.32;11.32;10.03;12.03;8.14;10.14;MF
739;2020-01-16;80.18;5.4;1002.12;1023.45;4.38;25.8;77.4;6.73;0.58;0.02;8.85;10.85;9.76;11.76;7.34;9.34;MF
375;2020-01-17;81.6;5.21;1001.08;1022.5;4.88;28.32;91.13;7.69;2.62;0.17;8.28;10.28;8.54;10.54;7.84;9.84;MF
280;2020-01-18;79.97;2.15;1005.48;1027.42;3.48;31.89;80.67;5.3;3.26;0.02;5.56;7.56;6.12;8.12;4.62;6.62;MF
690;2020-01-19;74.91;-0.04;1012.37;1034.72;4.72;29.95;82.01;7.33;0.46;0.01;4.36;6.36;4.94;6.94;3.38;5.38;MF
228;2020-01-20;72.3;-0.75;1018.12;1040.53;4.95;27.14;80.76;7.71;0.16;0.01;4.19;6.19;4.69;6.69;3.37;5.37;MF
198;2020-01-21;76.47;0.06;1015.38;1037.61;3.79;20.92;82.28;5.95;1.9;0.09;4.19;6.19;4.76;6.76;3.25;5.25;MF
319;2020-01-22;78.79;0.95;1009.8;1031.81;4.26;15.99;80.63;6.69;1.9;0.08;4.74;6.74;5.35;7.35;3.73;5.73;MF
1146;2020-01-23;81.53;2.07;1004.71;1026.5;4.28;13.73;85.01;6.67;1.69;0.06;5.23;7.23;5.77;7.77;4.34;6.34;MF
470;2020-01-24;86.83;2.95;1001.17;1022.91;2.84;11.59;91.2;4.35;0.79;0.02;5.14;7.14;5.83;7.83;4;6;MF
344;2020-01-25;88.15;4.04;998.62;1020.22;2.49;13.51;92.5;3.77;0.45;0;6.02;8.02;6.9;8.9;4.54;6.54;MF
1134;2020-01-26;89.59;5.5;996.75;1018.22;3.21;15.74;93.53;4.86;1.4;0.07;7.18;9.18;7.86;9.86;6.04;8.04;MF
1171;2020-01-27;88.06;5.7;991.74;1012.9;4.86;22.68;93.53;7.42;3.38;0.2;7.63;9.63;8.03;10.03;6.96;8.96;MF
501;2020-01-28;79.2;4.38;988.51;1009.64;6.94;28.19;90.86;11.21;5.7;0.23;7.94;9.94;8.28;10.28;7.38;9.38;MF
853;2020-01-29;79.02;4.34;995.08;1016.66;4.26;29.23;83.88;6.7;2.78;0.02;7.98;9.98;8.67;10.67;6.81;8.81;MF
624;2020-01-30;88.57;7.08;994.22;1015.5;4.14;21.35;94.38;6.3;2.29;0.13;9.01;11.01;9.84;11.84;7.63;9.63;MF
635;2020-01-31;89.04;9.73;995.42;1016.59;3.94;23.71;95.3;6.05;1.93;0.04;11.59;13.59;12.18;14.18;10.61;12.61;MF
702;2020-02-01;88.47;9.36;994.53;1015.73;4.73;24.68;92.84;7.33;4.08;0.21;11.29;13.29;11.79;13.79;10.45;12.45;MF
1121;2020-02-02;87.33;10.25;997.84;1018.97;5.04;24.72;95.64;7.83;4.85;0.2;12.48;14.48;13.25;15.25;11.18;13.18;MF
299;2020-02-03;80.16;8.95;999.76;1020.97;4.83;24.4;94.03;7.46;3.76;0.17;12.72;14.72;13.47;15.47;11.49;13.49;MF
361;2020-02-04;72.06;3.39;1002.66;1024.59;6.86;29.65;85.11;11.04;4.25;0.1;8.68;10.68;8.79;10.79;8.5;10.5;MF
831;2020-02-05;70.83;1.19;1010.92;1033.03;3.58;32.42;77.43;5.66;0.77;0;6.75;8.75;7.6;9.6;5.33;7.33;MF
474;2020-02-06;70.08;-0.56;1006.81;1028.73;3.21;29.72;58.23;4.95;0.01;0;5.04;7.04;6.26;8.26;3.01;5.01;MF
555;2020-02-07;75.77;1.89;1001.83;1023.54;3.27;26.76;68.18;4.92;0.02;0;6.19;8.19;7.5;9.5;4.01;6.01;MF
949;2020-02-08;79.95;4.48;1001.39;1022.92;3.44;24.07;87.39;5.19;0.98;0.05;8.01;10.01;8.92;10.92;6.49;8.49;MF
1004;2020-02-09;79.85;6.3;997.76;1018.85;7.01;26.02;92.91;10.99;0.68;0.03;9.87;11.87;10.69;12.69;8.51;10.51;MF
204;2020-02-10;73.48;6.78;994.84;1015.82;8.79;21.31;95.02;14.34;2.66;0.12;11.63;13.63;11.85;13.85;11.27;13.27;MF
425;2020-02-11;72.77;4.15;997.91;1019.41;7.06;24.76;90.85;11.51;3.29;0.08;9.21;11.21;9.45;11.45;8.81;10.81;MF
40;2020-02-12;74.93;2.61;1000.73;1022.42;4.07;32.12;84.08;6.31;1.31;0.02;7.14;9.14;7.95;9.95;5.77;7.77;MF
686;2020-02-13;78.04;4.33;992.44;1013.66;6.37;26.2;91.45;10.24;2.43;0.16;8.11;10.11;9.15;11.15;6.39;8.39;MF
685;2020-02-14;77.87;5.6;1001.27;1022.92;4.05;24.26;87.79;6.21;2.61;0.01;9.49;11.49;10.27;12.27;8.19;10.19;MF
1025;2020-02-15;78.45;5.45;1000.16;1021.53;4.75;23.92;86.1;7.31;0.2;0.03;9.41;11.41;10.52;12.52;7.55;9.55;MF
883;2020-02-16;75.41;7.38;995.43;1016.29;7.16;29.21;94.6;11.29;2.64;0.15;11.88;13.88;12.74;14.74;10.43;12.43;MF
869;2020-02-17;82.01;6.33;1000.75;1022.14;5.47;26.8;91.87;8.64;4.52;0.17;9.36;11.36;9.69;11.69;8.81;10.81;MF
1114;2020-02-18;76.47;3.53;1007.45;1029.12;4.83;31.95;79.97;7.47;2.25;0.02;7.68;9.68;8.39;10.39;6.49;8.49;MF
297;2020-02-19;77.88;4.2;1005.13;1027.04;4.81;31.19;90.39;7.39;1.89;0.06;8.07;10.07;8.82;10.82;6.83;8.83;MF
485;2020-02-20;75.99;4.07;1001.34;1022.86;4.57;29.63;84.39;7.04;0.78;0.04;8.54;10.54;9.72;11.72;6.58;8.58;MF
1049;2020-02-21;74;2.86;1008.03;1029.96;3.61;31.09;76.06;5.53;0.87;0;7.55;9.55;8.63;10.63;5.74;7.74;MF
789;2020-02-22;75.21;3.84;1008.72;1030.45;3.97;27.93;75.49;6.15;0.04;0;8.46;10.46;9.96;11.96;5.97;7.97;MF
638;2020-02-23;78.34;6.26;1007.48;1028.99;5.11;25.29;94.23;7.87;0.25;0.02;10.5;12.5;11.66;13.66;8.57;10.57;MF
31;2020-02-24;78.94;6.58;1001.08;1022.44;4.63;24.76;91.16;7.26;0.87;0.04;10.66;12.66;11.7;13.7;8.92;10.92;MF
852;2020-02-25;79.21;5.26;990.39;1011.69;5.95;26.5;91.36;9.38;2.47;0.16;8.86;10.86;9.34;11.34;8.08;10.08;MF
298;2020-02-26;71.64;1.27;990.02;1011.68;7.29;30.38;85.6;11.86;3.95;0.13;6.45;8.45;6.78;8.78;5.9;7.9;MF
862;2020-02-27;79.78;3.43;988.35;1009.7;6.44;27.07;90.77;10.21;5.43;0.29;7;9;7.9;9.9;5.51;7.51;MF
732;2020-02-28;78.47;3.8;995.06;1016.52;4.38;26.02;88.52;6.77;3.71;0.04;7.77;9.77;8.56;10.56;6.46;8.46;MF
58;2020-02-29;76.64;5.48;982.43;1003.21;6.82;27.5;94.5;10.89;2.38;0.15;9.58;11.58;10.23;12.23;8.5;10.5;MF
867;2020-03-01;78.98;4.93;980.65;1001.62;5.38;30.66;91.8;8.4;4.42;0.19;8.55;10.55;9.17;11.17;7.51;9.51;MF
207;2020-03-02;82.18;4.52;974.6;995.92;6.13;25.92;93.38;9.94;9.03;0.43;7.53;9.53;7.96;9.96;6.82;8.82;MF
443;2020-03-03;78.96;2.37;985.6;1007.19;4.48;33.11;87.6;6.88;6.69;0.15;6.02;8.02;6.58;8.58;5.09;7.09;MF
429;2020-03-04;83.44;4.27;991.26;1012.76;3.89;23.5;93.23;5.92;3.28;0.11;7.19;9.19;7.93;9.93;5.95;7.95;MF
1086;2020-03-05;87.03;6.97;979.21;1000.07;6.22;20.87;97.18;9.92;9.71;0.55;9.15;11.15;9.59;11.59;8.41;10.41;MF
747;2020-03-06;77.49;3.09;985.07;1006.6;5.8;28.55;88.49;9.22;9.48;0.16;7.01;9.01;7.37;9.37;6.42;8.42;MF
363;2020-03-07;75.21;3.13;998.65;1020.49;4.27;27.47;86.68;6.63;2.09;0;7.64;9.64;8.57;10.57;6.09;8.09;MF
242;2020-03-08;77.72;4.82;997.19;1018.63;4.96;28.83;89.49;7.68;0.83;0.06;8.87;10.87;9.8;11.8;7.32;9.32;MF
23;2020-03-09;77.66;4.34;997.82;1019.52;5.43;26.46;90.97;8.58;2.93;0.12;8.27;10.27;8.87;10.87;7.28;9.28;MF
1047;2020-03-10;84.35;7.4;997.91;1019.32;5.89;23.55;97;9.06;3.86;0.11;10.21;12.21;11.11;13.11;8.7;10.7;MF
1002;2020-03-11;82.15;9.16;998.99;1020.18;5.02;29.12;90.08;7.67;1.23;0.04;12.39;14.39;13.42;15.42;10.68;12.68;MF
139;2020-03-12;79.47;7.26;998.29;1019.57;4.5;26.39;93.94;7.12;1.04;0.03;10.9;12.9;11.55;13.55;9.8;11.8;MF
241;2020-03-13;72.28;3.88;1000.46;1022.2;3.79;29.93;82.73;5.94;1.29;0.04;8.98;10.98;9.78;11.78;7.65;9.65;MF
798;2020-03-14;76.35;4.34;998.71;1020.38;3.32;30.55;89.11;5.14;0.77;0.02;8.63;10.63;9.8;11.8;6.68;8.68;MF
420;2020-03-15;74.3;5.14;994.42;1015.44;4.21;28.73;80.63;6.47;0.43;0.02;9.96;11.96;11.49;13.49;7.4;9.4;MF
849;2020-03-16;77.15;5.8;999.05;1020.42;3.67;26.72;87.84;5.71;2.47;0.11;10.03;12.03;10.96;12.96;8.48;10.48;MF
627;2020-03-17;75.17;6.21;1008.11;1029.67;2.18;23.82;84.93;3.36;0.75;0;10.82;12.82;12.2;14.2;8.52;10.52;MF
893;2020-03-18;75.95;6.86;1006.23;1027.68;1.87;20.89;53.23;2.94;0.02;0;11.42;13.42;13.27;15.27;8.34;10.34;MF
859;2020-03-19;72.43;6.83;1001.51;1022.73;2.45;21.43;63.86;3.79;0.02;0;12.3;14.3;14.18;16.18;9.16;11.16;MF
769;2020-03-20;70.94;6.19;998.7;1019.98;3.99;20.55;87.93;6.23;0.28;0.02;11.97;13.97;13.33;15.33;9.7;11.7;MF
213;2020-03-21;76.33;5.53;995.64;1017.04;4.73;19.32;92.17;7.31;0.41;0.01;9.82;11.82;10.71;12.71;8.33;10.33;MF
69;2020-03-22;71.63;4.01;996.32;1017.82;4.64;23.34;91.75;7.16;0.17;0;9.21;11.21;10.1;12.1;7.73;9.73;MF
397;2020-03-23;65.11;2.41;1000.74;1022.39;4.14;25.25;80.57;6.39;0.09;0;9.14;11.14;10.33;12.33;7.15;9.15;MF
254;2020-03-24;58.1;-0.52;1001.63;1023.41;3.69;29.73;68.96;5.82;0.05;0;8.07;10.07;9.41;11.41;5.84;7.84;MF
596;2020-03-25;54.4;-2.41;997.38;1019.14;3.96;27.58;61.57;6.26;0.15;0.04;6.84;8.84;8.28;10.28;4.45;6.45;MF
598;2020-03-26;57.48;-2.19;993.52;1015.32;4.44;23.79;74.17;6.93;1.89;0.07;6.22;8.22;7.26;9.26;4.48;6.48;MF
1143;2020-03-27;62.75;0.52;995.03;1016.73;3.22;20.39;81.11;5.1;1.16;0.01;7.74;9.74;9.35;11.35;5.06;7.06;MF
839;2020-03-28;66.21;3.22;997.58;1019.14;3.7;16.54;83.12;5.83;0.1;0;9.82;11.82;11.47;13.47;7.06;9.06;MF
98;2020-03-29;64.66;0.99;1001.21;1023.22;6.87;23.51;91.16;10.97;0.09;0.01;7.61;9.61;8.14;10.14;6.72;8.72;MF
232;2020-03-30;63.99;-1.49;1001.05;1023.27;6.01;30.5;92.94;9.54;0.64;0.02;5.38;7.38;6.1;8.1;4.18;6.18;MF
1082;2020-03-31;63.62;0.05;999.76;1021.63;4.92;27.29;85.14;7.79;0.31;0.01;7.14;9.14;8.57;10.57;4.74;6.74;MF
315;2020-04-01;59.44;-0.02;997.25;1018.91;3.94;27.69;72.21;6.24;0.29;0;7.97;9.97;9.5;11.5;5.42;7.42;MF
651;2020-04-02;64.87;1.16;994.42;1016.03;3.01;25.51;81.17;4.81;0.03;0;7.91;9.91;9.5;11.5;5.26;7.26;MF
434;2020-04-03;67.02;2.72;996.51;1018.14;2.87;25.29;84.65;4.5;0.05;0;9.08;11.08;10.7;12.7;6.38;8.38;MF
417;2020-04-04;61.24;2.49;997.92;1019.3;3.02;27.67;44.51;4.85;0.04;0;10.63;12.63;13.05;15.05;6.59;8.59;MF
186;2020-04-05;53.76;2.86;995.91;1016.93;4.17;30.03;52.79;6.49;0.02;0;13.05;15.05;15.58;17.58;8.82;10.82;MF
